"grup","bioreactor","medi","agitacio","data","titol"
"G4","BR4","M1",100,2025-05-01,6.11002159808643
"G4","BR4","M2",100,2025-05-01,13.9895555282685
"G4","BR4","M3",100,2025-05-01,9.45104883613934
"G4","BR4","M1",200,2025-05-01,6.70346141203988
"G4","BR4","M2",200,2025-05-01,9.49116129317671
"G4","BR4","M3",200,2025-05-01,9.90847231695434
"G4","BR4","M1",300,2025-05-01,12.6297608691409
"G4","BR4","M2",300,2025-05-01,10.4542118765916
"G4","BR4","M3",300,2025-05-01,12.7621613555536
"G4","BR4","M1",400,2025-05-01,7.80212394848322
"G4","BR4","M2",400,2025-05-01,10.8433359287448
"G4","BR4","M3",400,2025-05-01,9.5259422655275
"G4","BR4","M1",100,2025-05-04,9.58375058452071
"G4","BR4","M2",100,2025-05-04,7.51390992606737
"G4","BR4","M3",100,2025-05-04,6.56759540001608
"G4","BR4","M1",200,2025-05-04,15.2916401542439
"G4","BR4","M2",200,2025-05-04,12.0021264710173
"G4","BR4","M3",200,2025-05-04,6.74618591512517
"G4","BR4","M1",300,2025-05-04,7.46650224995874
"G4","BR4","M2",300,2025-05-04,6.64355974620807
"G4","BR4","M3",300,2025-05-04,17.0964310466512
"G4","BR4","M1",400,2025-05-04,13.2372389293005
"G4","BR4","M2",400,2025-05-04,9.40456482991094
"G4","BR4","M3",400,2025-05-04,12.1295821776963
"G4","BR4","M1",100,2025-05-05,8.05698015624342
"G4","BR4","M2",100,2025-05-05,8.77125931615326
"G4","BR4","M3",100,2025-05-05,8.13419148644927
"G4","BR4","M1",200,2025-05-05,7.51614819762147
"G4","BR4","M2",200,2025-05-05,15.1527224020101
"G4","BR4","M3",200,2025-05-05,10.3379156247437
"G4","BR4","M1",300,2025-05-05,9.65773570928275
"G4","BR4","M2",300,2025-05-05,10.9310622887973
"G4","BR4","M3",300,2025-05-05,14.197427635456
"G4","BR4","M1",400,2025-05-05,7.75180850716566
"G4","BR4","M2",400,2025-05-05,7.22247854882389
"G4","BR4","M3",400,2025-05-05,15.5270907972096
"G4","BR4","M1",100,2025-05-08,7.97651034928414
"G4","BR4","M2",100,2025-05-08,8.03080209018038
"G4","BR4","M3",100,2025-05-08,6.79118064335012
"G4","BR4","M1",200,2025-05-08,5.44585283304661
"G4","BR4","M2",200,2025-05-08,8.47807956210604
"G4","BR4","M3",200,2025-05-08,12.3539574514996
"G4","BR4","M1",300,2025-05-08,12.6295444167892
"G4","BR4","M2",300,2025-05-08,12.3227650615068
"G4","BR4","M3",300,2025-05-08,9.40902810871424
"G4","BR4","M1",400,2025-05-08,9.4792498121538
"G4","BR4","M2",400,2025-05-08,8.08621060895979
"G4","BR4","M3",400,2025-05-08,8.34834551527797
"G4","BR4","M1",100,2025-05-11,11.9539514969308
"G4","BR4","M2",100,2025-05-11,7.15322226418937
"G4","BR4","M3",100,2025-05-11,16.3658818964774
"G4","BR4","M1",200,2025-05-11,9.02904121810245
"G4","BR4","M2",200,2025-05-11,10.8436164798876
"G4","BR4","M3",200,2025-05-11,8.28441688578128
"G4","BR4","M1",300,2025-05-11,7.57683393071019
"G4","BR4","M2",300,2025-05-11,6.24895160308427
"G4","BR4","M3",300,2025-05-11,9.95122383488182
"G4","BR4","M1",400,2025-05-11,10.5569472147734
"G4","BR4","M2",400,2025-05-11,11.1729130324841
"G4","BR4","M3",400,2025-05-11,8.15539053883575
