"grup","bioreactor","medi","agitacio","data","titol"
"G6","BR6","M1",100,2025-05-01,7.15427343833161
"G6","BR6","M2",100,2025-05-01,7.94193309534677
"G6","BR6","M3",100,2025-05-01,7.68438388917932
"G6","BR6","M1",200,2025-05-01,6.14246016198379
"G6","BR6","M2",200,2025-05-01,8.8885214004588
"G6","BR6","M3",200,2025-05-01,11.4935375188769
"G6","BR6","M1",300,2025-05-01,3.25736850623784
"G6","BR6","M2",300,2025-05-01,10.8359413001169
"G6","BR6","M3",300,2025-05-01,14.2100251392497
"G6","BR6","M1",400,2025-05-01,15.4127220547213
"G6","BR6","M2",400,2025-05-01,14.1035279766018
"G6","BR6","M3",400,2025-05-01,12.7703242913879
"G6","BR6","M1",100,2025-05-04,4.11980880265701
"G6","BR6","M2",100,2025-05-04,8.39547987597965
"G6","BR6","M3",100,2025-05-04,9.44386063025215
"G6","BR6","M1",200,2025-05-04,11.4105717082707
"G6","BR6","M2",200,2025-05-04,9.88298599798868
"G6","BR6","M3",200,2025-05-04,6.72405411581948
"G6","BR6","M1",300,2025-05-04,14.3533071242823
"G6","BR6","M2",300,2025-05-04,12.9341738753879
"G6","BR6","M3",300,2025-05-04,11.2122908174731
"G6","BR6","M1",400,2025-05-04,12.9543258309774
"G6","BR6","M2",400,2025-05-04,6.18367713829508
"G6","BR6","M3",400,2025-05-04,12.4824608933694
"G6","BR6","M1",100,2025-05-05,7.73126287105974
"G6","BR6","M2",100,2025-05-05,12.2512365655521
"G6","BR6","M3",100,2025-05-05,10.3175341360198
"G6","BR6","M1",200,2025-05-05,11.1988821390944
"G6","BR6","M2",200,2025-05-05,14.2065528451782
"G6","BR6","M3",200,2025-05-05,10.5218702709507
"G6","BR6","M1",300,2025-05-05,12.3526759108563
"G6","BR6","M2",300,2025-05-05,6.63469789455606
"G6","BR6","M3",300,2025-05-05,8.33518667869195
"G6","BR6","M1",400,2025-05-05,13.8576531341645
"G6","BR6","M2",400,2025-05-05,11.3321639190718
"G6","BR6","M3",400,2025-05-05,4.34333153869881
"G6","BR6","M1",100,2025-05-08,5.20788764375287
"G6","BR6","M2",100,2025-05-08,9.59765695323264
"G6","BR6","M3",100,2025-05-08,13.0973382130035
"G6","BR6","M1",200,2025-05-08,8.99435023285433
"G6","BR6","M2",200,2025-05-08,12.072562416062
"G6","BR6","M3",200,2025-05-08,13.3770161333635
"G6","BR6","M1",300,2025-05-08,14.3131644865888
"G6","BR6","M2",300,2025-05-08,10.3680501998249
"G6","BR6","M3",300,2025-05-08,10.3440542814573
"G6","BR6","M1",400,2025-05-08,4.04028792257319
"G6","BR6","M2",400,2025-05-08,10.4979827822635
"G6","BR6","M3",400,2025-05-08,8.78444982631331
"G6","BR6","M1",100,2025-05-11,6.37797125158773
"G6","BR6","M2",100,2025-05-11,9.66028130685738
"G6","BR6","M3",100,2025-05-11,13.544829518231
"G6","BR6","M1",200,2025-05-11,3.32175453393425
"G6","BR6","M2",200,2025-05-11,8.91816213838371
"G6","BR6","M3",200,2025-05-11,10.8499118507481
"G6","BR6","M1",300,2025-05-11,6.62037728983514
"G6","BR6","M2",300,2025-05-11,11.2017088274977
"G6","BR6","M3",300,2025-05-11,11.7342897618472
"G6","BR6","M1",400,2025-05-11,9.20089152217203
"G6","BR6","M2",400,2025-05-11,2.80230541871992
"G6","BR6","M3",400,2025-05-11,18.2143744375999
