"mRNA","microRNA","nutrients","proteina"
8.87904870689557,6.00864627884983,0.52799257193692,34.5352477434064
9.53964502103344,6.5779206016895,1.04745946801268,29.872186697117
13.1174166282982,5.44400995231139,1.144240220543,34.9775302028449
10.1410167828492,6.96656482277825,1.09626354463398,30.8919577004586
10.2585754703219,5.66927015727187,0.821937375701964,34.9012725755322
13.4301299737666,6.49767294587355,1.39111431245692,45.9554814769788
10.9218324119784,7.64525851972402,1.12625694740564,24.8980811647531
7.46987753078693,6.6527722362507,0.802904915297404,24.2903945517159
8.62629429621295,5.51110262170316,0.888204663759097,24.6394398281849
9.10867605980008,7.72321142767664,0.660475092474371,33.2142885711521
12.4481635948789,7.49025578394318,1.36255189753138,49.6973064598179
10.7196276541147,6.8225954392621,1.45310121378861,35.7017750640451
10.8015429011881,6.35809760266716,1.06364468345419,22.7890121930444
10.2213654318902,5.05814088594094,0.829547413391992,43.3237906466898
8.88831773049185,8.04097867279501,1.49661721871234,15.5567050299579
13.5738262736062,5.09961061927931,0.734819675795734,41.5768005396187
10.9957009564585,9.28099948952486,1.11267196526751,37.7815181071771
6.06676568674072,8.29891593927778,0.60817852942273,25.6604368688586
11.4027118031274,5.64644946134928,0.987032569944859,46.62874790257
9.05441718454413,4.46036864953983,0.599445823347196,42.935964852837
7.86435258802631,4.93439015445105,0.66116576269269,24.4317909621402
9.56405017068341,6.38532556373479,0.782992870779708,24.7179020391424
7.94799110338552,5.62996218230644,1.08387233596295,24.3171805244144
8.54221754141772,5.4786861009034,1.23170765885152,46.4635883916526
8.74992146430149,4.57257214910248,0.665520911104977,39.0339818720002
6.62661337851517,5.93245841278662,1.36646776320413,23.7631615572333
11.6755740889891,4.82264329581439,1.20857413718477,36.2687062841725
10.306746235673,3.49808709511779,1.26039953622967,54.3766651465343
7.72372612597611,5.42966021956836,0.647084108553827,27.754731183128
12.5076298421399,7.37849491359115,0.858056963421404,40.4428606118785
10.8529284429536,5.13697955608741,1.17333248141222,26.4542466566032
9.40985703401546,6.91194648333755,1.02382260165177,47.3455309342192
11.79025132209,3.57317593756625,0.849801792763174,38.1230278251362
11.7562669750661,5.91665705171319,0.740530701586977,41.9439976001458
11.643162163275,6.77911080591519,0.55819179629907,43.2078879852576
11.3772805082002,6.45173004325007,0.736619742121547,46.4029344326484
11.1078353070752,6.15851429122342,1.39007791317999,52.7980659043553
9.87617657884656,5.03894098754194,1.31182741606608,35.8758888208204
9.38807467252017,4.72544348094963,1.24751632218249,42.3159260063862
9.23905799797523,4.46380681409263,0.654911725781858,15.5349428582752
8.61058604215897,6.17646989565019,0.624742088606581,27.4559916644233
9.5841654439608,4.5787880787228,1.47472580848262,49.2150421725619
7.46920729686347,5.264163834449,0.936129996087402,28.4489647475895
14.337911930677,5.61586171170263,0.964016626821831,42.5575231054605
12.41592399661,8.76579300784831,0.66529808123596,41.8973004434325
7.7537828335933,5.02207514745681,1.08493655733764,30.9620784196412
9.19423032940185,6.35307985842729,0.77077801944688,21.765971312419
9.06668929275356,6.11694127434557,0.730096920393407,20.4398517272986
11.5599302366726,4.55721504880481,1.19120783149265,52.1894443127645
9.83326186705634,5.8930378708146,0.782852399628609,31.5588238152891
10.5066370279895,8.16682628763502,1.31039806618355,20.2294676865237
9.94290648930259,6.67725607961882,0.593916607089341,36.9200536849728
9.91425908541737,6.06184938298941,1.32203007116914,34.395919617923
12.7372045680289,5.36625475149056,0.927428280701861,52.5847763782066
9.54845802868146,2.92012916768923,1.25588725972921,48.4083731516399
13.0329412088591,7.69700582012126,1.16238550655544,44.3372721119931
6.90249439153956,3.80903989361277,0.944527396932244,21.0147015142873
11.1692274992721,7.109921266316,1.12714618444443,61.2270594140671
10.2477084876892,8.86365535382622,0.500465349061415,38.613261789672
10.4318831374879,3.8341602585423,0.717243514023721,42.8367100630475
10.7592789655198,7.05267650306207,1.2048722456675,27.1494546689353
8.99535309378139,5.6067037658963,0.715166488196701,43.0697206344942
9.33358523266116,3.64178376128177,1.31393372127786,39.1417552889011
7.96284923378582,3.72799851932737,0.807763874297962,29.3349609030143
7.85641754704884,3.59769573963811,1.18774268566631,44.5377420474464
10.6070572828085,5.20364021674455,1.43268107902259,40.1610546439909
10.8964195572589,3.80736662250615,0.615779664833099,50.3491332982246
10.106008453461,7.03187515946374,0.627705687889829,36.1544309765521
11.8445349357595,9.15016341078851,1.17822385742329,30.9836260571424
14.1001693712543,4.06945428594723,0.92894859588705,59.4443222221064
9.01793766788693,7.18160827121277,1.33440097793937,32.1488870040113
5.38166224871838,7.15356336150136,1.47143806680106,31.7343709488377
12.0114770489245,6.49830386842518,0.570488977711648,37.4270452796033
8.58159847483521,4.48743508758449,0.95978519320488,34.5022257978861
8.62398276706528,5.82082109005401,1.20158511842601,22.6988999521881
12.0511427393934,5.57940699724463,0.586940167937428,43.6039652436224
9.43045398589798,6.84448429983072,1.49294401612133,47.6372025804926
7.55856457549093,5.44134186584426,0.753098994027823,27.4404838787779
10.3626069594983,7.46546008002843,0.549538435647264,39.5572990456401
9.72221727512191,5.43812871334948,1.18632494681515,22.9285514888952
